,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
74,requests,151,0,9,160,250,11,0.21821696081828643,0.39461279461279475,0.09191919191919191,1.0,0,16,14,0,11,10,0,0,0,0,17,-1.0
75,requests,146,0,9,155,245,12,0.19728678136132613,0.3970819304152638,0.09562289562289562,1.0,0,15,15,0,10,0,0,0,0,0,16,-1.0
72,assertives,129,0,8,137,216,11,0.17513747840098368,0.39191919191919194,0.08787878787878789,1.0,0,13,10,0,10,9,0,0,0,0,14,-1.0
73,requests,147,0,9,156,246,11,0.20165404470561865,0.3946127946127946,0.09191919191919193,1.0,0,16,12,0,11,10,0,0,0,0,17,-1.0
70,instruction,121,0,7,128,198,11,0.18553799625524398,0.3891362605648321,0.08370439084724798,1.0,0,13,10,0,11,8,0,0,0,0,12,-1.0
71,requests,140,0,9,149,239,11,0.16891253174286064,0.3921436588103255,0.08821548821548823,1.0,0,15,11,0,12,11,0,0,0,0,16,-1.0
6,assertives,137,0,7,144,213,12,0.18678573223907144,0.3844155844155845,0.07662337662337661,1.0,0,13,11,0,12,10,0,0,0,0,13,-1.0
7,instruction,133,0,8,141,221,11,0.18905480907124553,0.3849747474747476,0.0774621212121212,1.0,0,15,10,0,14,10,0,0,0,0,13,-1.0
5,instruction,134,0,11,145,215,14,0.022952963501925747,0.3776558690351794,0.13093434343434343,0.9259259259259258,0,14,10,0,12,9,0,0,0,0,12,-1.0
8,requests,143,0,8,151,233,11,0.1774880386206807,0.38005050505050514,0.07007575757575757,1.0,0,15,10,0,14,9,0,0,0,0,15,-1.0
9,requests,143,0,11,154,239,11,0.1529169864436775,0.3834696168029501,0.0752044252044252,1.0,0,14,10,0,14,10,0,0,0,0,14,-1.0
69,instruction,113,0,6,119,174,12,0.21013835832380925,0.39009539842873187,0.08514309764309763,1.0,0,13,9,0,11,8,0,0,0,0,10,-1.0
68,instruction,109,0,4,113,152,12,0.2910759313700116,0.3894360269360271,0.08415404040404038,1.0,0,14,8,0,11,6,0,0,0,0,10,-1.0
65,assertives,101,0,0,101,100,20,-1.0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,10,-1.0
64,instruction,101,0,0,101,100,20,-1.0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,10,-1.0
66,instruction,105,0,1,106,115,13,0.3415499518406914,0.393939393939394,0.09090909090909091,1.0,0,13,6,0,9,0,0,0,0,0,11,-1.0
61,instruction,103,0,2,105,108,20,0.0017463540068998744,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,10,1,0,6,0,0,0,0,0,10,-1.0
60,instruction,103,0,2,105,108,20,0.001746354006899871,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,10,1,0,8,0,0,0,0,0,10,-1.0
62,instruction,103,0,2,105,108,20,0.0017463540068998866,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,10,1,0,4,0,0,0,0,0,10,-1.0
52,instruction,120,0,8,128,189,11,0.20888825953422374,0.39574314574314584,0.09361471861471861,1.0,0,11,10,0,10,8,0,0,0,0,12,-1.0
57,assertives,120,0,7,127,198,11,0.175997656376262,0.3949185734900022,0.09237786023500308,1.0,0,11,10,0,10,8,0,0,0,0,12,-1.0
58,requests,150,0,11,161,255,12,0.1611651477291069,0.39208211143695015,0.11847041847041845,0.9666666666666666,0,16,16,0,11,11,0,0,0,0,17,-1.0
59,instruction,103,0,2,105,108,20,0.0017463540068998714,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,10,1,0,10,0,0,0,0,0,10,-1.0
50,assertives,142,0,10,152,233,11,0.20720295064532798,0.39191919191919194,0.08787878787878788,1.0,0,15,11,0,13,11,0,0,0,0,16,-1.0
51,requests,146,0,11,157,247,12,0.13959137461330154,0.39214365881032537,0.08821548821548822,1.0,0,14,13,0,14,13,0,0,0,0,15,-1.0
53,requests,148,0,12,160,255,13,0.1449110293989976,0.4107070707070707,0.11606060606060606,1.0,0,16,15,0,14,15,0,0,0,0,17,-1.0
54,instruction,106,0,4,110,124,14,0.21242388245128482,0.47474747474747475,0.2121212121212121,1.0,0,14,7,0,10,3,0,0,0,0,10,-1.0
55,instruction,110,0,6,116,150,15,0.23497284553719003,0.43493265993266,0.1523989898989899,1.0,0,13,8,0,10,4,0,0,0,0,10,-1.0
56,instruction,117,0,8,125,179,15,0.19521506236197195,0.4220177970177972,0.13302669552669552,1.0,0,12,9,0,10,6,0,0,0,0,12,-1.0
46,instruction,124,0,9,133,185,13,0.13768989250757488,0.35865800865800873,0.13957708957708959,0.8333333333333334,0,15,8,0,12,6,0,0,0,0,14,-1.0
42,assertives,145,0,12,157,232,11,0.19168993417626687,0.3791375291375292,0.14023569023569027,0.9166666666666666,0,15,11,0,15,9,0,0,0,0,16,-1.0
49,requests,152,0,11,163,256,14,0.12947531221080547,0.3684848484848484,0.11106060606060605,0.8833333333333332,0,16,10,0,14,9,0,0,0,0,17,-1.0
48,instruction,133,0,12,145,228,14,0.08336056271965833,0.36575897221058506,0.13516800659657802,0.85,0,17,10,0,15,8,0,0,0,0,15,-1.0
67,instruction,108,0,2,110,130,13,0.36656448022121957,0.39393939393939387,0.0909090909090909,1.0,0,12,7,0,9,3,0,0,0,0,11,-1.0
47,instruction,127,0,10,137,197,13,0.14050184251740627,0.34972451790633613,0.14626262626262626,0.7857142857142857,0,14,9,0,10,6,0,0,0,0,15,-1.0
45,instruction,124,0,8,132,164,14,0.12569866110210215,0.36406926406926404,0.17636363636363636,0.8333333333333333,0,13,7,0,11,4,0,0,0,0,13,-1.0
44,assertives,152,0,15,167,253,14,0.03773947158419175,0.38705234159779617,0.16403162055335965,0.9,0,14,13,0,15,12,0,0,0,0,15,-1.0
43,requests,149,0,14,163,242,14,0.12385297170851813,0.3922668240850059,0.17151326933935626,0.9,0,15,12,0,14,12,0,0,0,0,16,-1.0
41,directives(request),164,0,14,178,269,12,0.17423574887697574,0.3737722048066876,0.1253030303030303,0.9259259259259258,0,18,11,0,17,11,0,0,0,0,19,-1.0
40,instruction,152,0,13,165,256,11,0.13216502072444403,0.38039772727272725,0.12906336088154272,0.9333333333333332,0,15,10,0,10,9,0,0,0,0,16,-1.0
32,requests,153,0,10,163,251,13,0.18465909353893065,0.3817099567099567,0.10637958532695375,0.9629629629629629,0,16,11,0,15,10,0,0,0,0,17,-1.0
33,requests,147,0,10,157,237,12,0.23172582356032248,0.39469696969696977,0.09204545454545456,1.0,0,15,12,0,15,12,0,0,0,0,16,-1.0
30,requests,153,0,11,164,251,12,0.17375323453152117,0.38235930735930734,0.10733652312599681,0.9629629629629631,0,16,11,0,12,11,0,0,0,0,17,-1.0
31,instruction,136,0,9,145,217,12,0.2009775390057014,0.3836363636363636,0.11319073083778966,0.9583333333333334,0,13,10,0,11,9,0,0,0,0,14,-1.0
36,instruction,116,0,9,125,180,12,0.16627904404038565,0.4203463203463203,0.1305194805194805,1.0,0,13,9,0,11,8,0,0,0,0,11,-1.0
37,instruction,131,0,11,142,214,12,0.17958967725900413,0.4106782106782107,0.116017316017316,1.0,0,12,10,0,10,8,0,0,0,0,13,-1.0
34,instruction,128,0,8,136,203,11,0.2092680735621989,0.39023569023569027,0.08535353535353535,1.0,0,14,10,0,13,9,0,0,0,0,13,-1.0
35,commissives,152,0,13,165,251,12,0.18668922358477683,0.407631874298541,0.11144781144781146,1.0,0,15,13,0,13,13,0,0,0,0,16,-1.0
38,requests,163,0,15,178,278,11,0.04085906651183542,0.37870129870129876,0.12171717171717171,0.9393939393939393,0,14,13,0,13,13,0,0,0,0,15,-1.0
39,instruction,123,0,11,134,194,13,0.1314767241611231,0.40123966942148764,0.14404040404040408,0.9523809523809523,0,12,9,0,11,8,0,0,0,0,13,-1.0
