,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
21,requests,89,0,4,93,129,9,0.20874042373822155,0.3982323232323232,0.09734848484848484,1.0,0,10,7,0,9,7,0,0,0,0,8,-1
20,commissives,112,0,5,117,170,10,0.25818673339607345,0.38949494949494967,0.08424242424242423,1.0,0,10,10,0,8,8,0,0,0,0,11,-1
23,assertives,106,0,5,111,157,10,0.1424981389322754,0.39393939393939387,0.0909090909090909,1.0,0,11,11,0,10,10,0,0,0,0,10,-1
25,instruction,92,0,4,96,138,9,0.22483519952253198,0.38838383838383833,0.08257575757575757,1.0,0,9,8,0,7,6,0,0,0,0,9,-1
24,instruction,87,0,3,90,119,10,0.25293755732703627,0.3947250280583614,0.09208754208754209,1.0,0,10,7,0,9,6,0,0,0,0,8,-1
27,assertives,109,0,8,117,170,10,0.17839207486006745,0.3941077441077442,0.09116161616161615,1.0,0,12,8,0,12,8,0,0,0,0,11,-1
26,requests,113,0,7,120,175,9,0.22795067206749522,0.3806060606060607,0.0709090909090909,1.0,0,11,8,0,9,8,0,0,0,0,12,-1
29,assertives,109,0,8,117,178,9,0.09376546615699055,0.37591706539074976,0.11351981351981351,0.9444444444444445,0,10,8,0,8,7,0,0,0,0,11,-1
28,assertives,117,0,8,125,190,10,0.04829572815229773,0.38282828282828296,0.07424242424242423,1.0,0,11,9,0,10,8,0,0,0,0,11,-1
14,assertives,118,0,10,128,194,11,0.09694894650095742,0.36363636363636365,0.09557109557109557,0.9444444444444443,0,13,8,0,8,6,0,0,0,0,14,-1
15,assertives,133,0,13,146,228,11,0.006637755969529333,0.36520376175548586,0.11287878787878788,0.925925925925926,0,14,10,0,11,9,0,0,0,0,15,-1
16,instruction,105,0,8,113,167,9,0.1097866936280342,0.40678210678210674,0.11017316017316017,1.0,0,10,8,0,9,7,0,0,0,0,10,-1
17,requests,113,0,8,121,181,10,0.15728982717060438,0.3882920110192838,0.12505050505050508,0.9523809523809524,0,11,9,0,9,9,0,0,0,0,12,-1
10,requests,112,0,6,118,180,10,0.1670475847177387,0.3791245791245792,0.06868686868686867,1.0,0,11,9,0,10,8,0,0,0,0,11,-1
11,instruction,104,0,7,111,165,9,0.15383094368028805,0.3806060606060607,0.0709090909090909,1.0,0,10,8,0,10,8,0,0,0,0,10,-1
12,commissives,121,0,10,131,200,9,0.012164179933183038,0.3756363636363636,0.10142602495543672,0.9583333333333334,0,10,8,0,9,8,0,0,0,0,11,-1
13,requests,126,0,11,137,213,10,0.08612227250521999,0.36170798898071627,0.08606060606060607,0.9523809523809523,0,14,9,0,8,8,0,0,0,0,15,-1
18,instruction,99,0,6,105,144,12,0.1786797753822777,0.3903409090909091,0.14352617079889807,0.9333333333333332,0,9,8,0,8,6,0,0,0,0,10,-1
19,instruction,103,0,8,111,168,12,0.060466696036053,0.3913223140495869,0.12949494949494952,0.9523809523809524,0,12,8,0,11,8,0,0,0,0,9,-1
74,requests,116,0,7,123,191,9,0.17045674023890642,0.3948051948051949,0.0922077922077922,1.0,0,12,10,0,9,8,0,0,0,0,13,-1
75,requests,117,0,7,124,192,10,0.17605026552240302,0.39797979797979804,0.09696969696969697,1.0,0,12,12,0,8,0,0,0,0,0,13,-1
72,assertives,98,0,6,104,163,9,0.11429645518288013,0.3883357383357384,0.08250360750360748,1.0,0,9,8,0,8,7,0,0,0,0,10,-1
73,requests,112,0,7,119,187,9,0.14647372962087793,0.3948051948051949,0.09220779220779221,1.0,0,12,8,0,9,8,0,0,0,0,13,-1
70,instruction,92,0,4,96,138,9,0.224835199522532,0.38838383838383855,0.08257575757575757,1.0,0,11,8,0,8,6,0,0,0,0,9,-1
71,requests,108,0,7,115,184,9,0.11089838412688514,0.39004329004329014,0.08506493506493507,1.0,0,11,9,0,10,9,0,0,0,0,12,-1
6,assertives,108,0,6,114,172,10,0.18610198323050475,0.3856902356902357,0.07853535353535353,1.0,0,11,9,0,10,7,0,0,0,0,11,-1
7,instruction,108,0,5,113,166,9,0.239727883902226,0.385050505050505,0.07757575757575756,1.0,0,10,8,0,8,6,0,0,0,0,11,-1
5,instruction,95,0,7,102,141,12,0.13554872336435675,0.3732620320855615,0.16767676767676767,0.8666666666666666,0,10,8,0,6,4,0,0,0,0,9,-1
8,requests,111,0,6,117,181,9,0.18621294700455457,0.38282828282828296,0.07424242424242423,1.0,0,13,8,0,12,8,0,0,0,0,12,-1
9,requests,110,0,7,117,184,9,0.1429761920934901,0.38528138528138534,0.07792207792207792,1.0,0,12,8,0,12,8,0,0,0,0,11,-1
69,instruction,89,0,4,93,132,10,0.20219786322587102,0.3894360269360271,0.08415404040404038,1.0,0,11,7,0,9,6,0,0,0,0,8,-1
68,instruction,85,0,2,87,106,10,0.2908592084009886,0.3944444444444444,0.09166666666666666,1.0,0,10,6,0,8,3,0,0,0,0,8,-1
65,assertives,81,0,0,81,80,16,-1.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,8,-1
64,instruction,81,0,0,81,80,16,-1.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,8,-1
66,instruction,81,0,0,81,80,16,-1.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,8,-1
61,instruction,83,0,2,85,88,16,-0.019740721592942084,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,8,1,0,6,0,0,0,0,0,8,-1
60,instruction,82,0,2,84,85,16,0.04017703204040063,0.4777777777777778,0.21666666666666667,1.0,0,8,0,0,8,0,0,0,0,0,8,-1
62,instruction,83,0,2,85,88,16,-0.019740721592942077,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,8,1,0,4,0,0,0,0,0,8,-1
52,instruction,91,0,5,96,144,9,0.14692419328624096,0.3961038961038962,0.09415584415584413,1.0,0,9,8,0,8,6,0,0,0,0,8,-1
57,assertives,92,0,5,97,146,9,0.14917043038561814,0.39531024531024544,0.09296536796536795,1.0,0,9,8,0,8,6,0,0,0,0,9,-1
58,requests,109,0,7,116,182,10,0.09992142060286635,0.39797979797979804,0.09696969696969697,1.0,0,10,11,0,8,0,0,0,0,0,11,-1
59,instruction,81,0,0,81,80,16,-1.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,8,-1
50,assertives,113,0,7,120,188,9,0.15272547956427276,0.39163059163059166,0.08744588744588744,1.0,0,11,9,0,11,9,0,0,0,0,12,-1
51,requests,111,0,6,117,179,10,0.16103778198907784,0.3902356902356903,0.08535353535353535,1.0,0,10,10,0,9,9,0,0,0,0,12,-1
53,requests,114,0,9,123,191,10,0.08930745856484461,0.3948051948051948,0.0922077922077922,1.0,0,12,13,0,12,13,0,0,0,0,11,-1
54,instruction,83,0,2,85,87,16,0.07590476090104556,0.0,0.0,0.0,0,9,3,0,8,2,0,0,0,0,8,-1
55,instruction,86,0,4,90,104,13,0.17223570486408862,0.47474747474747475,0.2121212121212121,1.0,0,11,6,0,8,3,0,0,0,0,8,-1
56,instruction,90,0,6,96,130,13,0.1629122471259061,0.43493265993266,0.1523989898989899,1.0,0,10,7,0,8,4,0,0,0,0,8,-1
46,instruction,94,0,5,99,126,11,0.1331409402437533,0.36636363636363634,0.1424242424242424,0.8888888888888888,0,11,6,0,9,4,0,0,0,0,9,-1
42,assertives,114,0,10,124,186,9,0.1464942947154002,0.4003636363636365,0.1377896613190731,0.9583333333333333,0,11,8,0,9,7,0,0,0,0,12,-1
49,requests,119,0,10,129,207,12,0.061038864978024084,0.3675645342312009,0.11616161616161616,0.8703703703703703,0,13,8,0,13,8,0,0,0,0,14,-1
48,instruction,104,0,9,113,168,12,0.08362696145039726,0.3557851239669422,0.15515151515151515,0.7857142857142857,0,11,8,0,8,6,0,0,0,0,12,-1
67,instruction,85,0,1,86,95,11,0.3098680442772771,0.393939393939394,0.09090909090909091,1.0,0,10,5,0,7,0,0,0,0,0,9,-1
47,instruction,97,0,7,104,138,11,0.10081416440143982,0.34592074592074595,0.16632996632996633,0.75,0,10,7,0,9,4,0,0,0,0,11,-1
45,instruction,86,0,6,92,108,16,0.008364797712417943,0.3914285714285714,0.1782312925170068,0.8888888888888888,0,11,5,0,10,4,0,0,0,0,8,-1
44,assertives,119,0,12,131,198,12,0.06558073817192903,0.38578376356154137,0.17979797979797976,0.875,0,12,12,0,12,11,0,0,0,0,13,-1
43,requests,121,0,10,131,183,12,0.1824488064428634,0.3963636363636364,0.1852813852813853,0.8888888888888888,0,13,11,0,13,9,0,0,0,0,14,-1
41,directives(request),133,0,12,145,225,10,0.09994697427520585,0.3789968652037618,0.1328787878787879,0.9259259259259258,0,14,10,0,10,9,0,0,0,0,15,-1
40,instruction,115,0,11,126,192,12,0.09888217498759704,0.4043636363636364,0.1436720142602496,0.9583333333333333,0,10,8,0,9,8,0,0,0,0,11,-1
32,requests,115,0,8,123,184,11,0.15958928954452337,0.38526170798898074,0.1206060606060606,0.9523809523809524,0,11,9,0,9,9,0,0,0,0,12,-1
33,requests,113,0,7,120,185,10,0.13612753498442984,0.3948051948051948,0.09220779220779221,1.0,0,13,10,0,13,10,0,0,0,0,12,-1
30,requests,120,0,10,130,202,10,0.037102451276127005,0.38096969696969696,0.10926916221033868,0.9583333333333334,0,12,9,0,10,9,0,0,0,0,13,-1
31,instruction,105,0,8,113,170,10,0.05145650957749649,0.3822314049586778,0.11616161616161616,0.9523809523809524,0,10,8,0,9,7,0,0,0,0,10,-1
36,instruction,90,0,5,95,127,10,0.19806498097851,0.3953423120089787,0.09301346801346799,1.0,0,10,7,0,9,5,0,0,0,0,8,-1
37,instruction,95,0,8,103,154,11,0.10055403562986337,0.4218855218855219,0.13282828282828282,1.0,0,10,8,0,9,8,0,0,0,0,9,-1
34,instruction,90,0,6,96,134,9,0.20140025407880616,0.3966450216450217,0.09496753246753245,1.0,0,9,8,0,9,8,0,0,0,0,8,-1
35,commissives,115,0,8,123,182,10,0.20031302431239503,0.39865319865319865,0.09797979797979799,1.0,0,12,11,0,11,11,0,0,0,0,12,-1
38,requests,117,0,11,128,192,11,0.14226351184899236,0.417893217893218,0.12683982683982684,1.0,0,11,11,0,10,11,0,0,0,0,12,-1
39,instruction,98,0,8,106,145,12,0.15168018340197578,0.4287878787878788,0.1431818181818182,1.0,0,10,7,0,7,4,0,0,0,0,9,-1
