,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
7,instruction,206,0,15,221,345,15,0.13980914029378796,0.37916666666666665,0.09259259259259259,0.9743589743589743,0,19,14,0,18,14,0,0,0,0,20,-1.0
5,instruction,196,0,15,211,330,18,0.19973432151534354,0.38093126385809317,0.11731601731601733,0.9487179487179487,0,21,14,0,19,12,0,0,0,0,20,-1.0
8,requests,223,0,18,241,382,15,0.16837522116656511,0.3739756367663344,0.0832512315270936,0.9761904761904762,0,22,14,0,23,14,0,0,0,0,25,-1.0
9,requests,228,0,19,247,395,15,0.10999344538477182,0.369116698903933,0.09422348484848486,0.9555555555555555,0,22,14,0,21,14,0,0,0,0,25,-1.0
69,instruction,180,0,10,190,291,16,0.2705923359409514,0.3923232323232323,0.08848484848484849,1.0,0,18,13,0,15,11,0,0,0,0,19,-1.0
68,instruction,168,0,8,176,256,16,0.30961207553406034,0.39053030303030306,0.08579545454545455,1.0,0,18,12,0,15,9,0,0,0,0,17,-1.0
65,assertives,148,0,2,150,170,18,0.42027321711025345,0.39393939393939387,0.0909090909090909,1.0,0,18,9,0,13,3,0,0,0,0,15,-1.0
64,instruction,145,0,1,146,155,18,0.37662687533722466,0.393939393939394,0.09090909090909091,1.0,0,19,8,0,13,0,0,0,0,0,15,-1.0
66,instruction,152,0,4,156,198,17,0.40329599068570987,0.38838383838383855,0.08257575757575757,1.0,0,19,10,0,14,6,0,0,0,0,15,-1.0
61,instruction,143,0,2,145,148,28,0.026055756142223673,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,14,1,0,6,0,0,0,0,0,14,-1.0
60,instruction,143,0,2,145,148,28,0.026055756142223663,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,14,1,0,8,0,0,0,0,0,14,-1.0
62,instruction,143,0,2,145,148,28,0.026055756142223673,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,14,1,0,4,0,0,0,0,0,14,-1.0
52,instruction,190,0,14,204,323,15,0.2023511111286674,0.4064574314574316,0.10968614718614718,1.0,0,20,16,0,17,16,0,0,0,0,21,-1.0
57,assertives,193,0,13,206,322,15,0.2257515449079123,0.39238329238329245,0.11406060606060606,0.9722222222222222,0,20,18,0,14,12,0,0,0,0,21,-1.0
58,requests,217,0,14,231,365,16,0.2417340395389067,0.390378787878788,0.10920314253647587,0.9743589743589743,0,22,22,0,13,11,0,0,0,0,23,-1.0
59,instruction,143,0,2,145,148,28,0.026055756142223677,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,14,1,0,10,0,0,0,0,0,14,-1.0
50,assertives,214,0,16,230,369,15,0.20530285920864283,0.4027417027417029,0.10411255411255411,1.0,0,24,16,0,19,16,0,0,0,0,25,-1.0
51,requests,209,0,16,225,364,16,0.19075517854917873,0.40432900432900454,0.10649350649350649,1.0,0,23,17,0,18,17,0,0,0,0,24,-1.0
53,requests,216,0,16,232,375,15,0.17789138141083405,0.38794926004228336,0.10397074190177638,0.9761904761904762,0,24,19,0,18,19,0,0,0,0,25,-1.0
54,instruction,157,0,8,165,219,18,0.3030013681814181,0.4220177970177972,0.13302669552669552,1.0,0,18,11,0,14,6,0,0,0,0,16,-1.0
55,instruction,165,0,10,175,251,19,0.27096737655360853,0.41499819624819634,0.12249729437229438,1.0,0,17,12,0,14,8,0,0,0,0,17,-1.0
56,instruction,179,0,12,191,291,15,0.20884162157229202,0.38670576735092876,0.11053391053391054,0.9666666666666668,0,19,14,0,14,11,0,0,0,0,20,-1.0
46,instruction,187,0,14,201,300,17,0.19050412255581856,0.36432391138273496,0.12552230378317336,0.8636363636363636,0,24,12,0,21,9,0,0,0,0,22,-1.0
42,assertives,214,0,19,233,351,15,0.13609684449427883,0.3748821548821549,0.14633431085043988,0.8809523809523808,0,20,14,0,19,14,0,0,0,0,21,-1.0
49,requests,221,0,19,240,388,18,0.1573015686617769,0.3885101010101011,0.11922348484848484,0.9270833333333334,0,26,15,0,20,15,0,0,0,0,27,-1.0
48,instruction,196,0,17,213,329,18,0.1773081321869103,0.37340909090909097,0.12727272727272726,0.8846153846153846,0,22,14,0,20,12,0,0,0,0,23,3.9101554500902487
67,instruction,161,0,7,168,234,17,0.2968568017400727,0.39004329004329014,0.08506493506493505,1.0,0,18,11,0,15,8,0,0,0,0,15,-1.0
47,instruction,190,0,15,205,315,17,0.16938334339056557,0.36672516672516675,0.12275324675324674,0.875,0,23,13,0,20,10,0,0,0,0,22,-1.0
45,instruction,188,0,15,203,295,18,0.18851013780527406,0.36110080395794686,0.14466089466089468,0.8333333333333335,0,25,11,0,22,8,0,0,0,0,23,-1.0
44,assertives,236,0,23,259,417,18,0.12563111304965743,0.3792131844763425,0.1482517482517483,0.8796296296296295,0,28,17,0,26,17,0,0,0,0,29,3.8769344244739288
43,requests,236,0,22,258,405,18,0.15249375988926125,0.37839506172839504,0.1513513513513514,0.872549019607843,0,28,16,0,27,16,0,0,0,0,29,-1.0
41,directives(request),233,0,21,254,388,16,0.13299172438232382,0.3719065656565656,0.13691460055096416,0.8888888888888888,0,23,15,0,22,15,0,0,0,0,23,-1.0
40,instruction,210,0,19,229,358,15,0.14847224238348497,0.3786387686387686,0.13028208350788997,0.9285714285714286,0,21,14,0,20,13,0,0,0,0,22,-1.0
32,requests,220,0,19,239,373,17,0.20773782933192966,0.39767441860465136,0.11839080459770115,0.9761904761904763,0,22,15,0,20,15,0,0,0,0,23,-1.0
33,requests,222,0,18,240,369,16,0.16923311278443703,0.3992063492063492,0.09880952380952379,1.0,0,21,16,0,19,16,0,0,0,0,22,-1.0
30,requests,227,0,17,244,381,16,0.17849613712302642,0.3787121212121213,0.09191919191919193,0.9743589743589743,0,23,15,0,22,15,0,0,0,0,24,-1.0
31,instruction,209,0,15,224,345,16,0.2007359747887659,0.38108108108108113,0.09733333333333333,0.9722222222222222,0,21,14,0,20,13,0,0,0,0,22,-1.0
36,instruction,189,0,15,204,308,16,0.19992743708045543,0.39572192513368987,0.12121212121212122,0.9696969696969696,0,18,13,0,15,12,0,0,0,0,19,-1.0
37,instruction,207,0,17,224,353,15,0.16227309984415741,0.37849223946784927,0.11374458874458873,0.9487179487179487,0,21,14,0,14,14,0,0,0,0,22,-1.0
34,instruction,196,0,16,212,325,15,0.2192851685834208,0.4019360269360269,0.10290404040404039,1.0,0,19,14,0,17,14,0,0,0,0,20,-1.0
35,commissives,237,0,19,256,407,15,0.17662460381214648,0.3790457769181173,0.10880681818181819,0.9555555555555555,0,25,17,0,17,17,0,0,0,0,26,-1.0
38,requests,234,0,20,254,398,15,0.16343352662005212,0.3705274971941638,0.11850765721733462,0.9285714285714286,0,24,17,0,24,17,0,0,0,0,26,-1.0
39,instruction,194,0,14,208,310,16,0.18859665212229762,0.3714962121212121,0.11611570247933883,0.9333333333333332,0,19,13,0,13,9,0,0,0,0,20,-1.0
