,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
21,requests,144,0,6,150,208,13,0.25896695773363126,0.3939393939393941,0.0909090909090909,1.0,0,16,11,0,13,10,0,0,0,0,13,-1.0
20,commissives,177,0,11,188,291,14,0.18323037308874798,0.39277624732170185,0.08916437098255281,1.0,0,15,14,0,15,14,0,0,0,0,17,-1.0
23,assertives,181,0,13,194,302,14,0.22575235094747031,0.38999081726354456,0.0849862258953168,1.0,0,18,15,0,16,15,0,0,0,0,19,-1.0
25,instruction,150,0,12,162,252,13,0.16113356728746642,0.397979797979798,0.09696969696969698,1.0,0,16,12,0,14,12,0,0,0,0,16,-1.0
24,instruction,141,0,7,148,212,14,0.25294722491381766,0.3828282828282829,0.07424242424242423,1.0,0,14,11,0,12,9,0,0,0,0,13,-1.0
27,assertives,190,0,12,202,308,14,0.22929459091923515,0.3764418377321604,0.0953823953823954,0.9666666666666666,0,20,12,0,15,11,0,0,0,0,21,-1.0
26,requests,189,0,14,203,319,13,0.14406560005251864,0.3797706797706798,0.09539393939393939,0.9722222222222222,0,18,12,0,16,12,0,0,0,0,19,-1.0
29,assertives,170,0,12,182,281,13,0.18592222045534357,0.38132942326490715,0.1025974025974026,0.9666666666666666,0,17,12,0,13,11,0,0,0,0,18,-1.0
28,assertives,186,0,13,199,308,14,0.20147650632458902,0.3824420677361854,0.10158102766798419,0.9696969696969696,0,19,13,0,15,13,0,0,0,0,20,-1.0
14,assertives,180,0,15,195,303,14,0.1286838077594501,0.37012987012987003,0.10921717171717171,0.9393939393939393,0,20,12,0,15,11,0,0,0,0,21,3.830482076511234
15,assertives,205,0,16,221,348,15,0.14720423367662525,0.366267942583732,0.09941724941724941,0.9444444444444443,0,23,13,0,22,12,0,0,0,0,24,-1.0
16,instruction,178,0,11,189,290,13,0.24417616340872145,0.38289345063538605,0.10490620490620493,0.9666666666666666,0,19,12,0,17,10,0,0,0,0,19,-1.0
17,requests,181,0,11,192,293,14,0.2527693707088921,0.38289345063538616,0.10490620490620493,0.9666666666666666,0,18,13,0,18,13,0,0,0,0,19,-1.0
10,requests,190,0,16,206,326,14,0.13105830533343535,0.37254007254007243,0.08469264069264071,0.9722222222222222,0,20,13,0,18,13,0,0,0,0,21,-1.0
