,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
12,commissives,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
13,requests,22,0,1,23,32,3,-0.49831758290942585,0.39494949494949494,0.09242424242424242,1.0,0,2,2,0,2,0,0,0,0,0,2,3.1284132099396103
18,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
19,instruction,22,0,1,23,27,4,-0.5020257224634143,0.41111111111111115,0.11666666666666667,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0502201143628556
74,requests,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
75,requests,22,0,1,23,27,4,-0.5020257224634143,0.41111111111111115,0.11666666666666667,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0502201143628556
72,assertives,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
73,requests,22,0,1,23,31,4,-0.5087004274092212,0.3962962962962963,0.09444444444444444,1.0,0,2,2,0,2,0,0,0,0,0,2,3.1098431510660687
70,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
71,requests,22,0,1,23,29,4,-0.5199149751860322,0.40079365079365087,0.10119047619047619,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0754051875047415
6,assertives,22,0,1,23,27,4,-0.5020257224634144,0.41111111111111115,0.11666666666666667,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0502201143628556
7,instruction,22,0,1,23,28,4,-0.5155491833491519,0.4047619047619048,0.10714285714285714,1.0,0,2,2,0,2,0,0,0,0,0,2,3.060999784906523
5,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
8,requests,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
9,requests,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
69,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
68,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
65,assertives,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
64,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
66,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
61,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
60,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
62,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
52,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
57,assertives,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
58,requests,22,0,1,23,29,4,-0.5199149751860321,0.40079365079365087,0.10119047619047619,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0754051875047415
59,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
50,assertives,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
51,requests,22,0,1,23,29,4,-0.5199149751860321,0.40079365079365076,0.10119047619047619,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0754051875047415
53,requests,22,0,1,23,32,3,-0.49831758290942585,0.39494949494949494,0.09242424242424242,1.0,0,2,2,0,2,0,0,0,0,0,2,3.1284132099396103
54,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
55,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
56,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
46,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
42,assertives,22,0,1,23,25,4,-0.4358630271139162,0.4444444444444444,0.16666666666666666,1.0,0,2,2,0,2,0,0,0,0,0,2,-1.0
49,requests,21,0,1,22,23,4,-0.276562743774688,0.0,0.0,0.0,0,2,0,0,2,0,0,0,0,0,2,-1.0
48,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
67,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
47,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
45,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
44,assertives,23,0,3,26,31,4,-0.5240214659416936,0.5555555555555556,0.33333333333333337,1.0,0,2,2,0,2,0,0,0,0,0,2,-1.0
43,requests,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
41,directives(request),22,0,1,23,26,4,-0.4770542655313159,0.4222222222222222,0.13333333333333333,1.0,0,2,2,0,2,0,0,0,0,0,2,-1.0
40,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
32,requests,23,0,1,24,30,4,-0.5595384164736217,0.4047619047619048,0.10714285714285714,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0587877328324957
33,requests,22,0,1,23,27,4,-0.5020257224634143,0.41111111111111115,0.11666666666666667,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0502201143628556
30,requests,22,0,1,23,27,4,-0.5020257224634143,0.41111111111111115,0.11666666666666667,1.0,0,2,2,0,2,0,0,0,0,0,2,3.0502201143628556
31,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
36,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
37,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
34,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
35,commissives,22,0,1,23,28,4,-0.5155491833491517,0.4047619047619047,0.10714285714285714,1.0,0,2,2,0,2,0,0,0,0,0,2,3.060999784906523
38,requests,22,0,1,23,28,4,-0.5155491833491517,0.4047619047619048,0.10714285714285714,1.0,0,2,2,0,2,0,0,0,0,0,2,3.060999784906523
39,instruction,21,0,0,21,20,4,-1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,3.3041760821059727
