,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
49,requests,205,0,17,222,358,17,0.16028864715138885,0.37619047619047624,0.10595238095238094,0.9166666666666667,0,24,14,0,19,14,0,0,0,0,25,-1.0
48,instruction,182,0,14,196,304,17,0.15652991119712542,0.36945126945126955,0.12678787878787878,0.875,0,20,13,0,17,10,0,0,0,0,20,-1.0
67,instruction,145,0,6,151,206,16,0.31545939892702074,0.39009539842873187,0.08514309764309763,1.0,0,17,10,0,14,8,0,0,0,0,14,-1.0
47,instruction,173,0,14,187,286,16,0.15456523868688207,0.36432391138273496,0.12552230378317336,0.8636363636363636,0,22,12,0,19,9,0,0,0,0,20,-1.0
45,instruction,171,0,13,184,254,17,0.19290719986745997,0.3566054635020153,0.15874458874458874,0.7962962962962963,0,20,10,0,16,7,0,0,0,0,21,-1.0
44,assertives,219,0,22,241,388,17,0.11128029021518938,0.37839506172839504,0.1513513513513514,0.872549019607843,0,26,16,0,25,16,0,0,0,0,27,3.860191884533517
43,requests,215,0,21,236,368,17,0.10464835234252198,0.3774806892453951,0.15480519480519486,0.8645833333333333,0,21,15,0,21,15,0,0,0,0,22,-1.0
41,directives(request),212,0,19,231,356,15,0.10361458570050724,0.3734487734487734,0.1270637408568443,0.9230769230769231,0,21,14,0,22,14,0,0,0,0,22,-1.0
40,instruction,197,0,17,214,331,14,0.15558537284117632,0.372053872053872,0.13000374111485222,0.9166666666666666,0,20,13,0,20,12,0,0,0,0,21,-1.0
32,requests,206,0,17,223,345,16,0.21838906958241103,0.3833742833742834,0.10072727272727272,0.9722222222222222,0,21,14,0,19,14,0,0,0,0,22,-1.0
33,requests,200,0,16,216,335,15,0.22231271563223812,0.4042087542087543,0.10631313131313132,1.0,0,20,15,0,18,15,0,0,0,0,21,-1.0
30,requests,206,0,16,222,344,15,0.20671746720836465,0.3833742833742834,0.10072727272727272,0.9722222222222222,0,22,14,0,20,14,0,0,0,0,23,-1.0
31,instruction,188,0,14,202,308,15,0.2330396737301825,0.3863636363636364,0.10737812911725955,0.9696969696969696,0,20,13,0,19,12,0,0,0,0,20,-1.0
36,instruction,172,0,13,185,277,15,0.20220557355698757,0.3799783549783549,0.10382775119617224,0.9629629629629629,0,16,12,0,15,11,0,0,0,0,18,-1.0
37,instruction,187,0,16,203,319,14,0.12353214879171032,0.37902711323763966,0.11806526806526807,0.9444444444444443,0,18,13,0,14,13,0,0,0,0,19,-1.0
34,instruction,181,0,14,195,299,14,0.22454910296852534,0.4034343434343434,0.10515151515151515,1.0,0,18,13,0,15,13,0,0,0,0,19,-1.0
35,commissives,212,0,18,230,363,14,0.09750331249021874,0.3803030303030303,0.11333333333333333,0.9523809523809523,0,18,16,0,16,16,0,0,0,0,20,-1.0
38,requests,219,0,18,237,366,14,0.19217542341277025,0.3732854864433812,0.10967365967365966,0.9444444444444443,0,23,16,0,24,16,0,0,0,0,24,-1.0
39,instruction,177,0,14,191,287,15,0.17550590089619278,0.3762310606060606,0.12300275482093662,0.9333333333333332,0,17,12,0,13,9,0,0,0,0,18,-1.0
