,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
71,requests,124,0,8,132,211,10,0.14728677047044825,0.39191919191919194,0.08787878787878788,1.0,0,13,10,0,11,10,0,0,0,0,14,-1.0
6,assertives,120,0,7,127,194,11,0.199962414164632,0.3916305916305917,0.08744588744588744,1.0,0,12,10,0,12,10,0,0,0,0,12,-1.0
7,instruction,121,0,7,128,197,10,0.19064669110208,0.386868686868687,0.0803030303030303,1.0,0,14,9,0,13,9,0,0,0,0,12,-1.0
5,instruction,109,0,10,119,176,13,0.08884955514019956,0.3869463869463869,0.15151515151515152,0.9166666666666666,0,13,9,0,12,9,0,0,0,0,10,-1.0
8,requests,124,0,8,132,206,10,0.16482831474257598,0.3872204184704185,0.08083062770562771,1.0,0,14,9,0,14,9,0,0,0,0,13,-1.0
9,requests,128,0,7,135,208,10,0.1864061080153543,0.3780663780663781,0.06709956709956709,1.0,0,13,9,0,12,8,0,0,0,0,13,-1.0
69,instruction,100,0,4,104,146,11,0.2653255311024934,0.38838383838383855,0.08257575757575757,1.0,0,12,8,0,9,6,0,0,0,0,9,-1.0
68,instruction,96,0,2,98,118,11,0.34008538162412044,0.39393939393939387,0.0909090909090909,1.0,0,11,7,0,8,3,0,0,0,0,9,-1.0
65,assertives,91,0,0,91,90,18,-1.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,9,-1.0
64,instruction,91,0,0,91,90,18,-1.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,9,-1.0
66,instruction,92,0,1,93,98,18,0.08687536965991528,0.4047619047619048,0.10714285714285714,1.0,0,12,5,0,9,0,0,0,0,0,9,-1.0
61,instruction,93,0,2,95,98,18,-0.007777997101183325,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,9,1,0,6,0,0,0,0,0,9,-1.0
60,instruction,93,0,2,95,98,18,-0.007777997101183329,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,9,1,0,8,0,0,0,0,0,9,-1.0
62,instruction,93,0,2,95,98,18,-0.007777997101183345,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,9,1,0,4,0,0,0,0,0,9,-1.0
52,instruction,106,0,5,111,162,10,0.2036121249842863,0.3939393939393941,0.0909090909090909,1.0,0,10,9,0,8,6,0,0,0,0,10,-1.0
57,assertives,108,0,6,114,174,10,0.17652688465693067,0.3950817700817703,0.0926226551226551,1.0,0,10,9,0,9,7,0,0,0,0,11,-1.0
58,requests,130,0,10,140,221,11,0.16237843675254338,0.40639730639730637,0.10959595959595961,1.0,0,14,14,0,11,11,0,0,0,0,15,-1.0
59,instruction,92,0,0,92,92,18,-0.026643508462848443,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,9,-1.0
50,assertives,128,0,7,135,208,10,0.18640610801535426,0.38759018759018765,0.08138528138528137,1.0,0,12,10,0,11,9,0,0,0,0,14,-1.0
51,requests,125,0,9,134,204,11,0.18719344626535478,0.3948051948051948,0.0922077922077922,1.0,0,13,11,0,11,11,0,0,0,0,14,-1.0
53,requests,132,0,10,142,225,12,0.14974912670608842,0.3946969696969696,0.09204545454545454,1.0,0,14,14,0,13,14,0,0,0,0,15,-1.0
54,instruction,95,0,3,98,109,18,0.1661448068196108,0.39814814814814814,0.09722222222222221,1.0,0,13,6,0,9,2,0,0,0,0,9,-1.0
55,instruction,98,0,5,103,126,14,0.2016731313012614,0.4485970819304153,0.17289562289562288,1.0,0,12,7,0,9,3,0,0,0,0,9,-1.0
56,instruction,103,0,7,110,153,14,0.17857867835733982,0.42763347763347775,0.14145021645021644,1.0,0,11,8,0,9,5,0,0,0,0,10,-1.0
46,instruction,107,0,6,113,142,12,0.14528267305235493,0.36636363636363634,0.1424242424242424,0.8888888888888888,0,12,7,0,10,4,0,0,0,0,10,-1.0
42,assertives,132,0,10,142,212,10,0.14513100568702963,0.3791375291375292,0.14023569023569027,0.9166666666666666,0,13,9,0,9,7,0,0,0,0,14,-1.0
49,requests,136,0,11,147,235,13,0.09909931151046401,0.3713131313131312,0.11530303030303031,0.8833333333333332,0,15,9,0,14,9,0,0,0,0,16,-1.0
48,instruction,116,0,10,126,187,13,0.09869663521728006,0.3616623376623377,0.14950343773873187,0.8125000000000001,0,12,9,0,10,7,0,0,0,0,13,-1.0
67,instruction,97,0,2,99,118,12,0.3252475384027676,0.3944444444444444,0.09166666666666666,1.0,0,11,6,0,9,3,0,0,0,0,10,-1.0
47,instruction,112,0,10,122,178,12,0.08644160761780939,0.35065918929555295,0.14763347763347762,0.7857142857142857,0,13,8,0,10,6,0,0,0,0,13,-1.0
45,instruction,107,0,6,113,137,18,0.0915801775346645,0.3796969696969697,0.1614718614718615,0.8888888888888888,0,12,6,0,10,4,0,0,0,0,11,-1.0
44,assertives,132,0,14,146,225,13,0.06088540953621768,0.3922668240850059,0.17151326933935626,0.9,0,13,12,0,12,12,0,0,0,0,14,-1.0
43,requests,136,0,12,148,215,13,0.131740211442599,0.38578376356154137,0.17979797979797976,0.875,0,14,12,0,14,11,0,0,0,0,15,-1.0
41,directives(request),151,0,12,163,249,11,0.13066311879113537,0.37377220480668766,0.12530303030303033,0.9259259259259258,0,16,10,0,10,9,0,0,0,0,17,-1.0
40,instruction,132,0,12,144,223,10,0.0673172881264516,0.37899686520376175,0.1328787878787879,0.9259259259259258,0,12,10,0,10,9,0,0,0,0,14,-1.0
32,requests,133,0,10,143,223,12,0.12147653262873419,0.38712121212121214,0.11435406698564594,0.9629629629629629,0,15,10,0,15,10,0,0,0,0,14,-1.0
33,requests,133,0,7,140,213,11,0.21024910634242375,0.38759018759018765,0.08138528138528137,1.0,0,14,11,0,13,10,0,0,0,0,15,-1.0
30,requests,141,0,10,151,235,11,0.15040754912118953,0.3749090909090909,0.10035650623885918,0.9583333333333334,0,15,10,0,10,9,0,0,0,0,16,-1.0
31,instruction,124,0,8,132,200,11,0.1856053263454158,0.378374655647383,0.1105050505050505,0.9523809523809524,0,12,9,0,9,7,0,0,0,0,13,-1.0
36,instruction,102,0,7,109,153,11,0.17500342951544468,0.4271043771043771,0.14065656565656565,1.0,0,12,8,0,11,8,0,0,0,0,9,-1.0
37,instruction,111,0,10,121,184,11,0.08931676560057937,0.4147186147186148,0.12207792207792208,1.0,0,11,9,0,9,8,0,0,0,0,11,-1.0
34,instruction,109,0,8,117,176,10,0.14741475640574767,0.392039442039442,0.08805916305916305,1.0,0,13,9,0,12,9,0,0,0,0,10,-1.0
35,commissives,135,0,9,144,218,11,0.1468861641098894,0.38759018759018765,0.08138528138528138,1.0,0,12,12,0,12,11,0,0,0,0,14,-1.0
38,requests,139,0,13,152,226,12,0.07129275188641143,0.40707070707070714,0.11060606060606062,1.0,0,12,12,0,12,12,0,0,0,0,13,-1.0
39,instruction,111,0,10,121,167,12,0.14588719902471647,0.4395622895622896,0.15934343434343437,1.0,0,11,8,0,11,8,0,0,0,0,11,-1.0
