,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
70,instruction,55,0,2,57,77,6,0.12859354142230126,0.39393939393939387,0.0909090909090909,1.0,0,6,5,0,5,3,0,0,0,0,5,-1.0
71,requests,59,0,3,62,93,6,0.03687602390117085,0.3865319865319865,0.0797979797979798,1.0,0,7,6,0,6,4,0,0,0,0,6,-1.0
6,assertives,60,0,2,62,82,7,0.17525644568267673,0.3828282828282829,0.07424242424242423,1.0,0,5,6,0,3,3,0,0,0,0,6,-1.0
7,instruction,56,0,2,58,78,6,0.13885134627733972,0.39393939393939387,0.09090909090909091,1.0,0,7,6,0,5,4,0,0,0,0,5,-1.0
5,instruction,59,0,6,65,91,9,-0.08577881408051996,0.3740981240981241,0.1904040404040404,0.8333333333333333,0,6,5,0,5,3,0,0,0,0,5,-1.0
8,requests,63,0,4,67,101,6,-0.021886724231180526,0.3898989898989899,0.08484848484848484,1.0,0,7,5,0,7,5,0,0,0,0,6,-1.0
9,requests,63,0,3,66,97,6,0.08881913893783391,0.37912457912457914,0.06868686868686869,1.0,0,6,5,0,5,4,0,0,0,0,7,-1.0
69,instruction,53,0,1,54,63,7,0.19700813358907682,0.393939393939394,0.09090909090909091,1.0,0,6,4,0,4,0,0,0,0,0,5,-1.0
68,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
65,assertives,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
64,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
66,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
61,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
60,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
62,instruction,53,0,2,55,58,10,-0.08550053980401826,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,5,1,0,4,0,0,0,0,0,5,-1.0
52,instruction,55,0,2,57,77,6,0.1285935414223013,0.393939393939394,0.09090909090909091,1.0,0,6,5,0,5,3,0,0,0,0,5,-1.0
57,assertives,55,0,2,57,77,6,0.12859354142230128,0.39393939393939387,0.09090909090909091,1.0,0,6,5,0,5,3,0,0,0,0,5,-1.0
58,requests,64,0,4,68,105,7,-0.017523780784444894,0.39664502164502174,0.09496753246753245,1.0,0,6,6,0,5,0,0,0,0,0,7,-1.0
59,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
50,assertives,61,0,3,64,90,6,0.06796025693436802,0.3901394901394901,0.08520923520923519,1.0,0,6,5,0,6,5,0,0,0,0,6,-1.0
51,requests,62,0,4,66,103,7,-0.048262578373486416,0.3910894660894662,0.08663419913419912,1.0,0,7,7,0,7,7,0,0,0,0,6,-1.0
53,requests,64,0,4,68,103,6,0.01196661159705486,0.4010101010101012,0.1015151515151515,1.0,0,5,6,0,5,0,0,0,0,0,6,-1.0
54,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
55,instruction,51,0,2,53,54,10,0.028530747484345698,0.0,0.0,0.0,0,5,0,0,5,0,0,0,0,0,5,-1.0
56,instruction,55,0,3,58,69,10,0.030364738527666003,0.39814814814814814,0.09722222222222221,1.0,0,7,4,0,5,2,0,0,0,0,5,-1.0
46,instruction,51,0,2,53,54,10,0.028530747484345687,0.0,0.0,0.0,0,5,0,0,5,0,0,0,0,0,5,-1.0
42,assertives,58,0,3,61,86,6,0.034752270949975975,0.395959595959596,0.09393939393939393,1.0,0,5,5,0,5,4,0,0,0,0,5,-1.0
49,requests,66,0,6,72,106,9,-0.1333803702163076,0.34794612794612795,0.1385858585858586,0.7666666666666666,0,7,5,0,6,4,0,0,0,0,6,-1.0
48,instruction,59,0,5,64,88,9,-0.05620512076130548,0.37969696969696964,0.16147186147186146,0.8888888888888888,0,6,6,0,5,4,0,0,0,0,5,-1.0
67,instruction,51,0,0,51,50,10,-1.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,5,-1.0
47,instruction,55,0,3,58,72,10,-0.03585173696910375,0.39814814814814814,0.09722222222222221,1.0,0,7,4,0,5,2,0,0,0,0,7,-1.0
45,instruction,53,0,2,55,58,10,-0.0855005398040183,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,5,1,0,3,0,0,0,0,0,5,-1.0
44,assertives,72,0,8,80,119,8,-0.0051865227261549225,0.42519936204146747,0.18554778554778556,0.9444444444444443,0,7,7,0,5,4,0,0,0,0,8,-1.0
43,requests,68,0,5,73,97,9,0.018634983921768163,0.42027972027972044,0.19966329966329965,0.9166666666666666,0,6,4,0,5,0,0,0,0,0,7,-1.0
41,directives(request),70,0,6,76,107,10,0.03971809510454185,0.4025252525252525,0.10378787878787878,1.0,0,6,6,0,5,6,0,0,0,0,7,-1.0
40,instruction,66,0,5,71,100,8,-0.017625500135548654,0.38653198653198656,0.0797979797979798,1.0,0,6,5,0,5,4,0,0,0,0,6,-1.0
32,requests,65,0,5,70,98,8,0.015105507744298396,0.3843822843822843,0.1478114478114478,0.9166666666666666,0,6,5,0,5,5,0,0,0,0,7,-1.0
33,requests,62,0,4,66,97,7,-0.09433781866506884,0.3954545454545455,0.09318181818181817,1.0,0,7,7,0,7,7,0,0,0,0,5,-1.0
30,requests,69,0,6,75,110,7,-0.10227966073518983,0.3898989898989899,0.08484848484848484,1.0,0,7,6,0,7,6,0,0,0,0,8,-1.0
31,instruction,65,0,5,70,100,7,-0.001704412302535373,0.3752247752247752,0.13458393458393456,0.9166666666666666,0,6,5,0,5,4,0,0,0,0,7,-1.0
36,instruction,52,0,1,53,62,7,0.17525040729173844,0.39494949494949494,0.09242424242424242,1.0,0,7,4,0,5,0,0,0,0,0,5,-1.0
37,instruction,55,0,4,59,81,6,0.06700807991354349,0.393939393939394,0.09090909090909091,1.0,0,6,5,0,6,5,0,0,0,0,5,-1.0
34,instruction,55,0,2,57,77,6,0.12859354142230123,0.393939393939394,0.09090909090909091,1.0,0,6,5,0,5,3,0,0,0,0,5,-1.0
35,commissives,62,0,3,65,90,7,0.08627191165954329,0.3996632996632996,0.09949494949494948,1.0,0,5,5,0,5,0,0,0,0,0,6,-1.0
38,requests,66,0,5,71,97,9,0.09546921598316814,0.4107744107744108,0.11616161616161615,1.0,0,7,6,0,6,4,0,0,0,0,7,-1.0
39,instruction,55,0,3,58,70,10,0.06318318406470592,0.3962962962962963,0.09444444444444444,1.0,0,7,4,0,5,2,0,0,0,0,5,-1.0
