,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
75,requests,99,0,6,105,162,9,0.13785170263461932,0.39865319865319876,0.09797979797979796,1.0,0,10,10,0,7,0,0,0,0,0,11,-1.0
72,assertives,83,0,5,88,136,8,0.08159460154089478,0.38721500721500723,0.08082251082251082,1.0,0,8,7,0,7,6,0,0,0,0,8,-1.0
73,requests,96,0,6,102,159,8,0.11577380352146564,0.394949494949495,0.09242424242424241,1.0,0,10,7,0,8,7,0,0,0,0,11,-1.0
70,instruction,81,0,4,85,127,8,0.1495336694607453,0.38838383838383855,0.08257575757575757,1.0,0,10,7,0,8,6,0,0,0,0,8,-1.0
71,requests,88,0,6,94,148,8,-0.029441736329852346,0.38939393939393946,0.08409090909090909,1.0,0,9,8,0,9,8,0,0,0,0,8,-1.0
6,assertives,90,0,4,94,131,9,0.14146296028079722,0.38838383838383844,0.08257575757575757,1.0,0,10,8,0,9,7,0,0,0,0,9,-1.0
7,instruction,91,0,5,96,143,8,0.04961995883024079,0.385050505050505,0.07757575757575756,1.0,0,9,7,0,8,6,0,0,0,0,8,-1.0
5,instruction,84,0,7,91,130,11,0.07525040871244644,0.3732620320855615,0.16767676767676767,0.8666666666666666,0,9,7,0,6,4,0,0,0,0,8,-1.0
8,requests,93,0,5,98,144,8,0.17480199580250952,0.39070707070707067,0.08606060606060605,1.0,0,9,7,0,9,7,0,0,0,0,10,-1.0
9,requests,94,0,6,100,157,8,0.09977111491869785,0.38383838383838387,0.07575757575757575,1.0,0,11,7,0,11,7,0,0,0,0,10,-1.0
69,instruction,76,0,2,78,98,9,0.27269602845207597,0.39393939393939387,0.0909090909090909,1.0,0,8,6,0,6,3,0,0,0,0,7,-1.0
68,instruction,73,0,1,74,83,9,0.28111076998286977,0.393939393939394,0.09090909090909091,1.0,0,9,5,0,6,0,0,0,0,0,7,-1.0
65,assertives,71,0,0,71,70,14,-1.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,7,-1.0
64,instruction,71,0,0,71,70,14,-1.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,7,-1.0
66,instruction,71,0,0,71,70,14,-1.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,7,-1.0
61,instruction,73,0,2,75,78,14,-0.03521706906440945,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,7,1,0,6,0,0,0,0,0,7,-1.0
60,instruction,71,0,0,71,70,14,-1.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,7,-1.0
62,instruction,73,0,2,75,78,14,-0.03521706906440945,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,7,1,0,4,0,0,0,0,0,7,-1.0
52,instruction,79,0,4,83,120,8,0.14007324291605552,0.3966450216450217,0.09496753246753246,1.0,0,8,7,0,7,5,0,0,0,0,7,-1.0
57,assertives,79,0,4,83,121,8,0.13570723739880772,0.39565295815295826,0.09347943722943722,1.0,0,8,7,0,7,5,0,0,0,0,7,-1.0
58,requests,92,0,6,98,155,9,0.08260137615077645,0.39865319865319887,0.09797979797979799,1.0,0,9,9,0,7,0,0,0,0,0,10,-1.0
59,instruction,71,0,0,71,70,14,-1.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,7,-1.0
50,assertives,96,0,6,102,161,8,0.09827589597430687,0.38833573833573837,0.0825036075036075,1.0,0,10,8,0,10,8,0,0,0,0,10,-1.0
51,requests,96,0,6,102,159,9,0.11577380352146566,0.394949494949495,0.09242424242424241,1.0,0,9,9,0,9,9,0,0,0,0,10,-1.0
53,requests,93,0,7,100,148,8,0.14006657510930434,0.39959595959595967,0.09939393939393938,1.0,0,9,10,0,7,8,0,0,0,0,10,-1.0
54,instruction,71,0,2,73,74,14,0.061936002225023226,0.0,0.0,0.0,0,7,0,0,7,0,0,0,0,0,7,-1.0
55,instruction,75,0,3,78,89,14,0.11828343029328468,0.39814814814814814,0.09722222222222221,1.0,0,10,5,0,7,2,0,0,0,0,7,-1.0
56,instruction,78,0,5,83,106,12,0.13093987093670492,0.4485970819304153,0.17289562289562288,1.0,0,9,6,0,7,3,0,0,0,0,7,-1.0
46,instruction,76,0,4,80,98,14,0.02409600297874808,0.41018518518518515,0.11527777777777778,1.0,0,10,5,0,9,4,0,0,0,0,9,-1.0
42,assertives,93,0,7,100,148,8,0.0676919359884963,0.3856459330143542,0.12773892773892775,0.9444444444444443,0,8,7,0,7,6,0,0,0,0,9,-1.0
49,requests,102,0,9,111,178,11,0.01925536550627122,0.3642676767676767,0.11931818181818181,0.8541666666666666,0,12,7,0,12,7,0,0,0,0,12,-1.0
48,instruction,89,0,9,98,149,11,-0.0013716727370888494,0.35671979535615905,0.1565223665223665,0.7857142857142857,0,10,7,0,8,6,0,0,0,0,10,-1.0
67,instruction,72,0,1,73,78,14,0.04826433049715283,0.4047619047619048,0.10714285714285714,1.0,0,9,4,0,7,0,0,0,0,0,7,-1.0
47,instruction,82,0,6,88,117,10,0.05368454031341088,0.36636363636363634,0.1424242424242424,0.8888888888888888,0,9,6,0,8,4,0,0,0,0,8,-1.0
45,instruction,73,0,3,76,81,14,-0.043299694968632625,0.35833333333333334,0.25555555555555554,0.6666666666666666,0,7,1,0,7,0,0,0,0,0,7,-1.0
44,assertives,104,0,10,114,166,11,0.11303972307608699,0.3963636363636364,0.1852813852813853,0.8888888888888888,0,11,11,0,11,9,0,0,0,0,12,-1.0
43,requests,108,0,8,116,163,11,0.13126873207736162,0.3963636363636364,0.1852813852813853,0.8888888888888888,0,11,9,0,7,4,0,0,0,0,12,-1.0
41,directives(request),113,0,11,124,191,9,0.028536478742713506,0.3798368298368299,0.14124579124579129,0.9166666666666666,0,10,10,0,10,9,0,0,0,0,13,-1.0
40,instruction,97,0,8,105,157,11,0.10215616440061784,0.4181818181818182,0.1272727272727273,1.0,0,9,7,0,8,7,0,0,0,0,9,-1.0
32,requests,103,0,7,110,167,10,0.13667242661835474,0.3794258373205742,0.11864801864801863,0.9444444444444445,0,10,8,0,7,7,0,0,0,0,11,-1.0
33,requests,95,0,5,100,146,9,0.18682669636867327,0.39515151515151525,0.09272727272727271,1.0,0,9,9,0,9,9,0,0,0,0,10,-1.0
30,requests,103,0,8,111,165,9,0.10201285843072637,0.38038277511961727,0.12004662004662005,0.9444444444444445,0,11,8,0,9,8,0,0,0,0,12,-1.0
31,instruction,88,0,6,94,135,9,0.11244457830832623,0.37873376623376626,0.12664305391578118,0.9333333333333333,0,8,7,0,7,6,0,0,0,0,9,-1.0
36,instruction,77,0,4,81,104,9,0.21129793361203836,0.393939393939394,0.09090909090909091,1.0,0,10,6,0,9,5,0,0,0,0,7,-1.0
37,instruction,82,0,6,88,131,10,0.09483998326193471,0.39499158249158245,0.09248737373737373,1.0,0,9,7,0,8,7,0,0,0,0,7,-1.0
34,instruction,78,0,3,81,112,8,0.21773409582088804,0.3939393939393939,0.0909090909090909,1.0,0,8,7,0,6,4,0,0,0,0,7,-1.0
35,commissives,100,0,7,107,161,9,0.1452997430728006,0.3894949494949495,0.08424242424242423,1.0,0,10,10,0,10,9,0,0,0,0,11,-1.0
38,requests,103,0,10,113,166,10,0.12146530827590692,0.4181818181818182,0.12727272727272726,1.0,0,10,10,0,8,8,0,0,0,0,11,-1.0
39,instruction,81,0,8,89,119,11,0.09020906993410334,0.44166666666666665,0.1625,1.0,0,9,6,0,7,4,0,0,0,0,7,-1.0
