label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
u_3,1,2,2,5,5,3,-0.16666666666666663,0.5555555555555555,1.0,0.3333333333333333,0,0,1,2,1,1,2,0,0,0,-1,-1
u_3,1,2,2,5,5,3,-0.16666666666666663,0.5555555555555555,1.0,0.3333333333333333,0,0,1,2,1,1,2,0,0,0,-1,-1
u_3,3,1,1,5,8,2,-0.6546536707079772,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,2,1,0,1,0,0,0,2,-1
u_3,0,1,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1
u_3,1,2,2,5,5,3,-0.16666666666666663,0.5555555555555555,1.0,0.3333333333333333,0,0,1,2,1,1,2,0,0,0,-1,-1
u_3,0,1,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1
u_3,1,2,2,5,5,3,-0.16666666666666663,0.5555555555555555,1.0,0.3333333333333333,0,0,1,2,1,1,2,0,0,0,-1,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,7,1,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,-1
u_3,2,2,2,6,7,3,-0.16666666666666666,0.7777777777777777,1.0,0.3333333333333333,1.0,0,2,3,0,1,2,0,0,0,-1,-1
u_3,2,1,1,4,5,2,-0.66666666666666674,0.8333333333333333,1.0,0.6666666666666666,0.6666666666666666,0,0,1,1,0,1,0,0,0,-1,-1
u_3,1,1,1,3,3,1,-0.50000000000000011,1.0,1.0,1.0,1.0,0,1,1,0,0,1,0,0,0,-1,-1
u_3,3,2,2,7,9,3,-0.10660035817780515,0.6599999999999999,0.6666666666666666,0.65,0.6666666666666666,2,1,2,2,1,3,0,0,0,1,-1
u_3,3,2,2,7,12,3,-0.60474315681476365,0.6523809523809524,0.611111111111111,0.5333333333333333,0.8333333333333333,2,2,2,1,1,2,0,0,0,1,-1
u_3,3,2,2,7,12,3,-0.60474315681476365,0.6523809523809525,0.611111111111111,0.5333333333333333,0.8333333333333333,2,2,2,1,1,2,0,0,0,1,-1
u_3,4,2,2,8,14,3,-0.5825752650035354,0.6333333333333333,0.6666666666666666,0.5333333333333333,0.6666666666666666,2,2,2,1,1,2,0,0,0,1,-1
u_3,3,2,2,7,11,3,-0.48454371185234896,0.7095238095238096,0.7777777777777777,0.4833333333333333,0.8333333333333333,2,2,3,1,1,2,0,0,0,-1,-1
u_8,1,1,0,2,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,9,0,13,11,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,8,0,12,10,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,9,0,13,11,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,8,0,12,10,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,8,0,12,10,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,6,0,10,8,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,7,0,11,9,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,4,0,8,6,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,5,0,9,7,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,2,0,6,4,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
u_8,4,3,0,7,5,-1,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,-1
