id,trust_value,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
Route24249.0,0.8333333333329997,12,0,6,18,32,3,-0.20392509677383266,0.8497899159663865,0.8587662337662337,0.8333333333333334,0,2,1,0,2,0,0,0,0,0,2,-1.0
Route30523.0,0.8,7,0,4,11,18,3,-0.2668800507329065,0.8622222222222223,0.7703703703703703,1.0,0,2,1,0,2,0,0,0,0,0,2,-1.0
RouteSet2707.1,0.666666666667,16,0,10,26,48,3,-0.2244529541946452,0.8630718954248366,0.8504084967320259,0.8833333333333332,0,2,2,0,2,2,0,0,0,0,2,-1.0
Route61237.0,0.666666666667,3,0,0,3,2,2,-1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,-1.0
Route43316.0,0.8333333333329997,12,0,6,18,32,3,-0.20392509677383266,0.8497899159663864,0.8587662337662337,0.8333333333333334,0,2,1,0,2,0,0,0,0,0,2,-1.0
Route53429.0,0.75,5,0,2,7,10,3,-0.3227486121839514,0.8166666666666668,0.725,1.0,0,2,1,0,2,0,0,0,0,0,2,-1.0
RouteSet12287.1,0.8333333333329997,5,0,4,9,12,2,-0.5,0.9047619047619048,0.8285714285714285,1.0,0,1,1,0,1,0,0,0,0,0,1,3.263904326937052
Building32514.0,0.8333333333329997,7,0,3,10,16,2,-0.4646766902382152,0.8734567901234569,0.8379629629629629,0.9444444444444444,0,1,1,0,1,0,0,0,0,0,1,-1.0
Route48992.0,0.8,7,0,4,11,18,3,-0.2668800507329065,0.8622222222222223,0.7703703703703703,1.0,0,2,1,0,2,0,0,0,0,0,2,-1.0
Route22366.0,0.666666666667,3,0,0,3,2,2,-1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,-1.0
Building31505.0,0.8333333333329997,7,0,3,10,16,2,-0.4646766902382152,0.8734567901234569,0.8379629629629631,0.9444444444444444,0,1,1,0,1,0,0,0,0,0,1,-1.0
Route49238.0,0.8571428571430002,21,0,9,30,64,3,-0.11247292224731308,0.8211424590734935,0.8456565656565657,0.7666666666666667,0,2,2,0,2,2,0,0,0,0,2,-1.0
Route49008.0,0.8,45,0,17,62,151,4,0.02039412877381691,0.8214842401209957,0.8551817946554787,0.7342670401493931,0,3,3,0,3,3,0,0,0,0,3,-1.0
RouteSet25040.1,0.8333333333329997,5,0,4,9,12,2,-0.5,0.9047619047619048,0.8285714285714285,1.0,0,1,1,0,1,0,0,0,0,0,1,3.263904326937052
Building5627.0,0.6,4,0,2,6,7,2,-0.5477225575051661,0.8400000000000001,0.7333333333333334,1.0,0,1,1,0,1,0,0,0,0,0,1,3.123411762307297
Building4140.0,0.5,3,0,1,4,4,2,-0.5773502691896258,0.7777777777777777,0.6666666666666666,1.0,0,1,1,0,1,0,0,0,0,0,1,-1.0
Route58879.0,0.666666666667,3,0,0,3,2,2,-1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,-1.0
Route18574.0,0.8571428571430002,10,0,7,17,31,3,-0.2757166622743848,0.9005952380952379,0.8232804232804233,1.0,0,2,1,0,2,0,0,0,0,0,2,-1.0
RouteSet3258.1,0.875,7,0,6,13,18,2,-0.5,0.93006993006993,0.8701298701298701,1.0,0,1,1,0,1,0,0,0,0,0,1,3.3501225559829577
Route17316.0,0.6,23,0,11,34,64,6,-0.132658748996439,0.8175140763376058,0.8293014175367116,0.7939393939393941,0,5,4,0,5,4,0,0,0,0,5,-1.0
Building20127.0,0.8333333333329997,9,0,5,14,24,3,-0.3639372626234195,0.8380341880341882,0.7576388888888891,0.9666666666666666,0,2,2,0,2,2,0,0,0,0,2,-1.0
Route61551.0,0.666666666667,3,0,0,3,2,2,-1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,-1.0
Route59886.0,0.666666666667,3,0,0,3,2,2,-1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,-1.0
Building2296.0,0.8333333333329997,87,0,45,132,319,5,0.11917826639611408,0.8332406968529867,0.8498127484547251,0.8015696649029981,0,4,4,0,4,4,0,0,0,0,4,-1.0
RouteSet9782.1,0.8333333333329997,5,0,4,9,12,2,-0.5,0.9047619047619048,0.8285714285714285,1.0,0,1,1,0,1,0,0,0,0,0,1,3.263904326937052
